Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1629,11094844,Sirius,"2023-10-19 04:00:36",5.4960,2,rdxsun
1630,10969158,谨防加班文化！,"2023-10-20 01:26:17",5.4961,2,"brannchai,guardianzc,laitsui,rupertluo"
1631,11089241,hayamisaori,"2023-10-30 07:28:19",5.4963,2,hayamisaori
1632,11032671,masanobu,"2023-12-19 06:13:19",5.4963,2,minezawa
1633,10992727,"Ulrich G.","2023-10-23 23:53:32",5.4964,2,ulrich07
1634,11079744,b09901133_skywalker,"2023-10-20 06:59:27",5.4964,1,"cpy0126,tienhsinglin"
1635,10946337,"Xiaoning Zheng","2023-09-23 15:28:57",5.4964,2,mmfromhz
1636,10947817,stuka,"2023-10-20 14:19:35",5.4964,2,uboot423
1637,11340960,archipelago,"2023-12-13 20:34:45",5.4965,1,permaconscious
1638,11320595,"Uesugi Erii","2023-12-19 23:39:58",5.4965,2,uesugierii
1639,11278316,bmsy_feng,"2023-12-01 15:09:29",5.4965,2,bmsyfeng
1640,11387972,SuppliLion,"2023-12-20 21:01:45",5.4965,1,supplilion
1641,10947657,梭哈是一种智慧,"2023-09-22 07:57:37",5.4966,2,"beiweialeng,boyyyhu,edwardzhangyt,weiyouyi,yuxiangz"
1642,10954397,"Move Forward","2023-09-23 11:49:42",5.4966,2,chuahsr99
1643,10957741,"Mark Peng","2023-09-23 12:03:05",5.4966,1,markpeng
1644,10959008,"Jun Kawagoshi","2023-09-23 18:21:10",5.4966,1,"junkawagoshi,yagi816"
1645,10946356,Nosmass,"2023-09-23 20:36:32",5.4966,1,nosmass
1646,10959916,"Ezreal XD","2023-09-24 02:08:15",5.4966,1,ezra1998
1647,10960007,onlyloveyou,"2023-09-24 04:22:21",5.4966,2,onlyloveyou
1648,10953325,"Phương Nguyễn Việt","2023-09-24 09:05:12",5.4966,2,phngnguynvit
1649,10954218,Basekill,"2023-10-04 20:45:20",5.4966,2,"basekill,claireeeli,kimbj0709,xingyimeng"
1650,10955164,Joel,"2023-09-24 11:21:58",5.4966,1,huajielou
1651,10955519,Ansh,"2023-09-24 11:53:52",5.4966,1,anshtanwar
1652,10963919,"ying jie","2023-09-25 03:05:29",5.4966,1,"qianraquel,yj12869741"
1653,10965007,hugo567,"2023-09-25 08:17:34",5.4966,1,hugo567
1654,10957859,"Robert Luo zy","2023-09-25 12:40:03",5.4966,1,robertluozy
1655,10949429,AlexxxWu,"2023-09-25 18:15:41",5.4966,1,alexxxwu
1656,10950227,"KEVIN WENG","2023-09-25 21:47:29",5.4966,1,kevinwengg
1657,10949351,taneyer,"2023-09-26 12:59:22",5.4966,1,taneyer
1658,10969015,神泣屠鬼,"2023-12-11 07:53:59",5.4966,2,andrewhzw1
1659,10960371,"Tim Liu #2","2023-09-26 15:01:00",5.4966,2,timliu0220
1660,10951003,Ryoto,"2023-09-27 02:26:59",5.4966,1,ryotoyamashita
1661,10947068,Singularity,"2023-09-27 09:28:14",5.4966,2,kkkkkx
1662,10973513,"Kevork Sulahian","2023-09-27 10:43:22",5.4966,1,whatanoob
1663,10979510,路鸣泽永不投降,"2023-09-28 02:00:15",5.4966,1,lumingze1228
1664,10960066,Gefei,"2023-09-29 00:31:39",5.4966,2,titaniumer
1665,10982106,TommyJeremy,"2023-09-28 13:15:37",5.4966,1,tommyjeremy
1666,10983360,"Elisabeth Sissi","2023-09-28 16:06:59",5.4966,1,elisabethsissi
1667,10963817,TheDude,"2023-10-04 00:40:36",5.4966,2,theotherdude
1668,10991481,meikou,"2023-09-30 14:35:26",5.4966,1,meikouchuson
1669,10949440,curiosity30,"2023-10-01 04:04:17",5.4966,1,curiosity30
1670,10972638,"Sophie A","2023-10-01 08:37:10",5.4966,1,madagasygirl
1671,11007854,"Mining hermanos","2023-10-02 03:45:26",5.4966,2,"carlosaarango,noroza"
1672,10997793,"Abhi Sawargave","2023-10-02 06:50:44",5.4966,1,abhisawargave
1673,10961891,jacksonjack,"2023-10-02 08:12:22",5.4966,1,lizheng1993
1674,10946688,"Legend Li","2023-10-11 02:14:21",5.4966,2,legendli0
1675,10977629,louis-philippe,"2023-10-11 19:21:51",5.4966,2,lpbigras
1676,10945895,numberone,"2023-10-03 02:05:11",5.4966,1,ziweiqiu
1677,10979589,"Made in 237","2023-10-04 12:03:53",5.4966,2,mbiandimariethrse
1678,11012111,Read-DoIt,"2023-10-05 15:14:16",5.4966,1,readdoit
1679,10958015,"Simon(Shen) Wang","2023-10-06 00:22:55",5.4966,1,wangshen1994
1680,11006716,yifanwz,"2023-10-06 11:30:42",5.4966,2,yifanwz
1681,10984264,"mansoor zarmehrzamin","2023-10-06 18:09:53",5.4966,2,mansoorzarmehrzamin
1682,11022506,ELULUE,"2023-10-07 04:02:54",5.4966,1,elulue
1683,11027959,guizi597,"2023-10-07 08:07:59",5.4966,1,guizi597
1684,11026960,yelj1234,"2023-10-07 11:29:27",5.4966,2,yelj1234
1685,10953408,SergioIommi,"2023-10-07 17:31:01",5.4966,1,sergioiommi
1686,11032617,tantanpang,"2023-10-08 07:11:08",5.4966,1,tantanpang
1687,10997410,Zuotee,"2023-10-08 07:34:23",5.4966,1,zuotee
1688,10951469,148_zengzihan,"2023-10-08 12:55:09",5.4966,2,zengzihan
1689,10945244,julymarc,"2023-10-08 12:07:31",5.4966,1,julymarc
1690,11034192,minghigh,"2023-10-08 14:37:14",5.4966,1,minghigh
1691,10982879,YJ,"2023-10-08 18:54:56",5.4966,1,"juliankalis,yuyanzhao"
1692,11041371,"Daniel Thorns","2023-10-09 21:02:47",5.4966,1,dthorns
1693,10974511,62326368,"2023-10-09 22:04:25",5.4966,1,mooniim
1694,11043033,translucent,"2023-10-10 09:43:58",5.4966,2,translucent
1695,11044214,nooO0oo0oooO0oothing,"2023-10-10 07:03:31",5.4966,1,chasingw
1696,11030264,apollo0217,"2023-10-13 02:21:33",5.4966,2,apollo0217
1697,10954329,Vision,"2023-10-15 02:31:27",5.4966,1,"bofanyang,qianyan331"
1698,11034126,"Ekaterina Kryukova","2023-10-15 12:53:11",5.4966,1,ekaterinakryukova2
1699,11075780,JoshuaTang,"2023-10-16 02:06:26",5.4966,2,joshua6300018
1700,10958890,"strophist cata","2023-10-16 08:16:27",5.4966,1,strophistcata
1701,11071741,"Ashwin Ramesh","2023-10-16 10:23:00",5.4966,1,ashwinr64
1702,11079111,Mate40Pro,"2023-10-16 14:08:55",5.4966,1,mate40pro
1703,11083485,"Fan Yang","2023-10-17 05:42:27",5.4966,1,kaiser1997
1704,11037666,dreamern,"2023-10-20 09:36:02",5.4966,2,dreamern
1705,11055940,Nob,"2023-10-18 09:44:55",5.4966,1,"nguynminh444,tuntrnanh1222"
1706,10969643,Jankin,"2023-10-18 14:49:25",5.4966,2,jankinhe
1707,11086414,"Mikhail Miskin","2023-10-18 19:47:42",5.4966,1,mishamiskin
1708,11064689,"Priyanka Borwanker","2023-10-18 22:06:39",5.4966,1,priyankaborwanker
1709,11080901,"Shivani Gabale","2023-10-19 02:19:00",5.4966,1,shivanigabale
1710,11041695,"Mehul Choksi","2023-10-19 03:04:17",5.4966,1,mehulchoksi
1711,11095421,"Ning Zhang","2023-10-19 06:05:11",5.4966,1,vectoraaa
1712,11091379,"Jakub Zeman","2023-10-19 07:14:41",5.4966,2,"filippaek,jakubzeman"
1713,11072955,"Swetha Loka","2023-10-19 10:25:47",5.4966,2,swethaloka
1714,10998359,"Aditya Kathpalia SBU","2023-10-19 12:28:41",5.4966,1,adityakathpaliasbu
1715,11021158,alphaquanter,"2023-10-20 02:27:17",5.4966,1,alphaquanter
1716,11084531,"Yohance Yang","2023-10-25 02:14:34",5.4966,2,yohanceyang
1717,11105717,"Tianfu Fu","2023-10-21 05:36:06",5.4966,1,tianfufu
1718,10950079,"Katya Govorkova","2023-10-21 07:15:13",5.4966,2,katequark
1719,10958791,Abubakar,"2023-11-23 01:40:52",5.4966,2,abubakar624
1720,10946624,"Yuan Ji","2023-12-10 14:42:13",5.4966,2,yuanji2048
1721,11103231,杭电大白鹅,"2023-10-22 14:58:03",5.4966,1,simplaj
1722,11087216,"Zhuoran Wang","2023-10-22 16:19:32",5.4966,1,zhuoranwang2001
1723,11111440,"A Xiao","2023-10-22 17:14:10",5.4966,1,muhanxiao
1724,11105043,BYWang,"2023-10-22 23:57:27",5.4966,1,kgl901
1725,11043985,"Yu Cheng","2023-10-23 12:59:41",5.4966,1,yucheng99
1726,11109485,"Yuuki Kano","2023-10-23 14:30:49",5.4966,1,tku20c1219
1727,11093974,"Rafael Gomes","2023-10-24 11:01:11",5.4966,2,grafael
1728,11084949,Nelson,"2023-10-24 07:58:23",5.4966,2,nelsonlin0321
1729,11122803,buzzbuzz238,"2023-10-24 13:31:12",5.4966,1,buzzbuzz238
1730,11090877,hauwei,"2023-10-25 07:17:21",5.4966,1,"monologue777,sylvanas9527,yizhimianyang,yundaozhang"
1731,11044807,"Zhihui Lu","2023-10-28 11:58:21",5.4966,2,luzhihuilll
1732,11129095,Novgen,"2023-10-25 09:49:22",5.4966,2,novgen
1733,10948277,"shivanchal mishra","2023-10-25 11:25:21",5.4966,2,shivanchalmishra
1734,11008837,step2222,"2023-10-25 13:03:13",5.4966,2,step2222
1735,11003080,"Ben 04231","2023-10-25 13:03:28",5.4966,2,ben04231
1736,11134477,karakoro,"2023-12-14 08:53:10",5.4966,2,karakoro
1737,11066194,"ICMC Warriors","2023-10-27 01:37:41",5.4966,2,"aivalentin,ciber1250,douglascastilho"
1738,10980442,SDU00-ZR,"2023-10-27 02:22:56",5.4966,1,sdu00zr
1739,11143002,Jaimes25,"2023-10-30 17:47:19",5.4966,2,jaimes25
1740,11145150,learn_for_growing,"2023-10-28 12:37:21",5.4966,1,learnforgrowing
1741,11106397,"Roza Team","2023-10-28 13:05:46",5.4966,2,"rozlanagabdullina,theworst"
1742,11134401,mling,"2023-10-29 17:02:47",5.4966,1,mengchiehling
1743,11147182,"Lanhy Henry","2023-10-29 22:37:07",5.4966,1,lanhyhenry
1744,10974883,elvis,"2023-10-30 00:05:27",5.4966,1,supermanjianzhang
1745,11140105,xuyinhu,"2023-11-17 09:24:40",5.4966,2,xuyinhu
1746,11153980,ywraixw,"2023-11-01 02:47:09",5.4966,2,ywraixw
1747,10975016,niconiconi,"2023-10-30 12:49:52",5.4966,1,lby0312
1748,10951075,ShuishuiAndy,"2023-10-31 06:32:26",5.4966,1,shuishuiandy
1749,10995290,hikarinosenshi,"2023-10-31 09:14:31",5.4966,1,hikarinosensh1
1750,10986874,"Pavel Nikolaitchev","2023-10-31 15:15:37",5.4966,1,pavelnikolaichev
1751,11034285,"Ben Wilop","2023-10-31 21:43:35",5.4966,1,benwilop
1752,10978825,"Isaac Vergara","2023-11-01 22:23:52",5.4966,1,isaacvm98
1753,10970089,"Leyi Cao","2023-11-02 13:05:18",5.4966,1,crystaal
1754,10961777,lygumi,"2023-11-02 13:48:39",5.4966,1,lygumi
1755,11167762,"Go, Pikachu!","2023-11-02 16:24:24",5.4966,1,"duyukun,highcurtis,kakams,magicmirror,xujialun"
1756,11140199,shah,"2023-11-03 04:39:22",5.4966,1,shahabsherveh
1757,11058824,YouGaLi,"2023-11-05 15:02:42",5.4966,2,yougali
1758,11183749,Terence,"2023-11-03 18:16:01",5.4966,1,smartbao
1759,11026609,"AI Alchemists","2023-12-15 18:01:49",5.4966,2,"luisarielfuentescruz,yeudiellaramoreno"
1760,11168641,"Yi Wei","2023-11-04 05:37:49",5.4966,1,weiyii
1761,11145942,"Michael Christian","2023-11-07 02:03:09",5.4966,2,michaelcb
1762,11096815,"Ayoub Loudyi","2023-11-06 09:57:11",5.4966,2,ayoubloudyi
1763,10961396,LogicStar,"2023-11-05 23:51:48",5.4966,1,pyvhtw
1764,11153454,yzhn,"2023-11-06 01:56:47",5.4966,1,meurice
1765,11198093,"Elm Forest","2023-11-06 15:51:28",5.4966,1,elmforest
1766,10954821,"Jeremy Berros","2023-11-06 21:48:49",5.4966,2,jberros
1767,11095268,gw22623,"2023-11-07 08:34:10",5.4966,1,gw22623
1768,10949305,YAU,"2023-11-07 08:36:10",5.4966,1,"gavinyau,kitwai,spaceshizhanqiao,yansongguo2023hku"
1769,11181612,JohnnyMa,"2023-11-07 09:28:05",5.4966,1,tbilgeri
1770,11115168,"Elf Richter","2023-12-13 22:22:06",5.4966,2,elfrichter
1771,11207614,mouradash,"2023-11-07 23:52:27",5.4966,1,mouradash
1772,11137910,hirayuki,"2023-11-08 13:36:01",5.4966,1,hirayukis
1773,11056489,OrcaItsuka,"2023-11-09 02:51:52",5.4966,1,orcaitsuka
1774,10956440,MCandice,"2023-11-10 13:56:39",5.4966,1,mcandice
1775,11224588,iamaprotoss,"2023-11-12 00:06:22",5.4966,2,iamaprotoss
1776,10961596,MAXiaoheng,"2023-11-11 07:38:30",5.4966,1,nosignal7
1777,11227987,"Nawaz Haider","2023-11-11 12:27:43",5.4966,1,nawazhaider
1778,11177362,失业中,"2023-11-12 06:09:39",5.4966,1,yejianqiu
1779,11234730,JPMorgan1997,"2023-11-13 06:20:09",5.4966,2,jpmorgan1997
1780,11230626,小鲸鱼冲冲冲,"2023-11-13 07:07:04",5.4966,1,forward111
1781,10992248,"bn xqly","2023-11-13 17:35:07",5.4966,2,bnxqly
1782,11084027,MindDeepBy,"2023-11-15 00:39:02",5.4966,1,minddeepby
1783,11093517,iamfooled,"2023-11-15 04:02:06",5.4966,1,iamfooled
1784,10993857,Asterxx,"2023-11-15 06:11:54",5.4966,1,asterxx
1785,11156478,infoxin,"2023-11-15 15:28:35",5.4966,1,infoxin
1786,10957797,?,"2023-11-15 17:46:48",5.4966,2,"eddieissmart,id00000,sheldoncnli"
1787,10964500,ea,"2023-11-27 20:13:23",5.4966,2,ea0711
1788,11254209,"Cin Jack","2023-11-16 12:57:24",5.4966,1,cinjack
1789,10949590,NikoL5,"2023-11-18 05:18:19",5.4966,1,nikol5
1790,11259340,"Joohyeok Jeong","2023-11-28 13:06:03",5.4966,2,joohyeokjeong
1791,11153257,ChihYu,"2023-11-20 14:43:57",5.4966,1,chihyuyeh
1792,11249920,ZeeBee,"2023-11-20 16:11:07",5.4966,2,zeebee
1793,11121453,innobase,"2023-11-28 04:13:48",5.4966,2,"bantoc,hirasatoc,skondoh,takuyakawachi,ygbtoybn"
1794,10951608,"XH Zhang","2023-11-22 09:02:04",5.4966,1,xhzhangalgernon
1795,11011485,hongjinuk,"2023-11-22 10:00:35",5.4966,1,hongjinuk
1796,11257076,Pyubin,"2023-11-24 01:42:50",5.4966,1,pyubin
1797,11286910,"Shawn #2","2023-11-25 05:51:46",5.4966,1,cttm4a1
1798,11298183,"jiatong zhang","2023-11-25 08:39:15",5.4966,1,jiatongz0028
1799,10970643,Merlin,"2023-11-26 12:10:02",5.4966,2,merlinbartel
1800,10961117,Victoria0202,"2023-12-11 12:48:18",5.4966,2,victoria0202
1801,11303898,"Eliana Wu","2023-11-26 14:55:13",5.4966,1,elianawu
1802,11049197,NueroTraders,"2023-11-27 04:57:51",5.4966,1,"aaronzhengnotfound,ashwind109,datshmoop,mpatel76"
1803,11278151,"lei gao111","2023-11-27 07:41:46",5.4966,1,leigao111
1804,11259277,"zimu20 li","2023-11-29 15:10:40",5.4966,2,"siento,yuezhao20,zimu20li"
1805,10958355,Syrah,"2023-11-29 01:56:21",5.4966,1,syarht
1806,11281633,GeorgelIIl,"2023-11-29 03:31:52",5.4966,2,georgeliil
1807,11277610,lumosere,"2023-12-15 06:01:11",5.4966,2,lumosere
1808,11269524,"Amir Erfan Eshratifar","2023-12-11 04:38:00",5.4966,2,erfaneshrati
1809,10997142,"Kevin Parks","2023-12-02 18:18:59",5.4966,1,"kevinparks,nicholasweller"
1810,11325351,Leious,"2023-12-03 06:51:38",5.4966,1,leious
1811,11314350,"Androw Yang","2023-12-03 10:04:22",5.4966,1,androwyang
1812,11038551,OldLorry,"2023-12-04 06:19:01",5.4966,1,oldlorry
1813,11213047,"Alexander Hemingway","2023-12-05 12:47:05",5.4966,2,alexhermeneanu
1814,11152918,13esttanakrit,"2023-12-05 14:01:17",5.4966,2,tanakrit
1815,11276798,"Lê Ngọc Lâm","2023-12-06 08:15:33",5.4966,2,"huyennguyen248,lengoclam"
1816,11346669,"Jalvo Alef","2023-12-07 20:25:38",5.4966,2,jalvoalef
1817,11360686,"Yongyu Lin","2023-12-08 15:19:14",5.4966,1,xialegeyu
1818,11171111,"Leone Nemted","2023-12-08 18:01:49",5.4966,1,unclefabz
1819,11230775,Chenxue,"2023-12-09 07:51:20",5.4966,1,xuer1231
1820,11143329,Helios,"2023-12-09 12:08:09",5.4966,2,umutoncu
1821,11349098,ACQ,"2023-12-10 20:29:22",5.4966,2,"nikolaidammholz,prakharagrawal28,sebastienbrown76,tairanji,wintongarrelts"
1822,11370937,"Chuyang Ke","2023-12-10 13:40:08",5.4966,2,kechuyang
1823,11037542,Tradformer,"2023-12-19 03:45:46",5.4966,2,zhouyou17
1824,11377719,darshanand,"2023-12-10 21:44:24",5.4966,1,darshanand
1825,10968399,"Varun Goyal","2023-12-12 10:24:27",5.4966,1,govarun
1826,11232066,Bronbron,"2023-12-12 14:38:01",5.4966,1,shiqiang0688
1827,11381647,KouIshi,"2023-12-13 08:37:00",5.4966,1,kouishi
1828,11390225,Jack_PPH,"2023-12-14 00:31:28",5.4966,2,jackpph
1829,11056860,"Golden Dealer","2023-12-14 12:58:24",5.4966,1,"edward1139,jobstim,lbmeng,qianyue01,wonduk"
1830,11326098,"Danny Du","2023-12-16 01:33:14",5.4966,1,danny13690
1831,11348958,"Abie Muti Wanda","2023-12-17 12:06:06",5.4966,1,abienugraha
1832,11320915,fisher,"2023-12-18 12:36:58",5.4966,1,billfishyu
1833,11123656,ezhonca,"2023-12-20 11:08:14",5.4966,2,ezhonca
1834,10957470,"Sir Predictalot","2023-09-23 10:29:41",5.4966,2,sirpredictalot
1835,10946413,"The Quant Geophysicist","2023-09-22 03:25:54",5.4967,1,jbehan
1836,10947615,"bot ha moukaranai","2023-09-24 04:51:04",5.4968,1,richwomanbtc
1837,10963046,"Seth M","2023-09-24 20:34:05",5.4968,2,sethmize
1838,11066151,"Wendel Lopes","2023-12-08 19:59:30",5.4968,2,wendelfariaslopes
1839,11070295,NightSight01,"2023-10-29 02:49:13",5.4968,2,jspayneii
1840,10972941,HarryCrunch,"2023-10-16 08:50:58",5.4969,2,harrycrunch
1841,10956436,Haowen,"2023-09-23 21:29:25",5.4969,1,haowenzhou
1842,10951762,JobHunter,"2023-09-24 07:47:04",5.4969,2,daledeng
1843,10945110,"Leah Xue","2023-10-23 14:43:55",5.4969,2,leahxx
1844,10959654,"Amir Ghazi","2023-12-19 14:58:02",5.4969,2,amirghazi
1845,11369346,shyu61,"2023-12-10 13:49:46",5.4971,2,shyu61
1846,10948038,shiki,"2023-09-23 02:19:33",5.4971,2,shiki777
1847,10993262,"[Deleted] 30d0774e-97f0-48f3-8f3f-7eb934abed2d","2023-11-06 13:52:36",5.4971,1,del=f3a3c989e23e46e6
1848,11224487,"Kevan F","2023-11-25 13:20:03",5.4971,2,kevanf
1849,11114310,hilfigerpronin,"2023-12-20 09:41:57",5.4971,2,hilfigerpronin
1850,11111818,Gaaiyun,"2023-10-24 06:09:47",5.4972,2,gaaiyun
1851,11377561,Egorka_s_36,"2023-12-10 20:43:20",5.4972,1,egorka48
1852,10969525,"Sahan Attygalle","2023-09-26 17:11:01",5.4973,2,sahaaaanattygalle
1853,10996652,"Konstantin P.","2023-10-31 16:59:50",5.4973,2,mangocoder
1854,11124894,小龙包子,"2023-10-25 09:45:27",5.4973,2,wjlucc
1855,11218247,XuzhongFang,"2023-12-07 11:35:28",5.4974,2,xuzhongfang
1856,11284197,"Aleksei Babenkov","2023-11-25 18:05:46",5.4975,2,babenkov
1857,11193213,MaMaTh_H,"2023-12-20 20:18:27",5.4975,2,mamathh
1858,10963232,"Alex Sid","2023-10-16 23:02:55",5.4975,2,allesid
1859,10950475,追风赶月莫停留,"2023-09-23 01:12:22",5.4975,2,sarnez
1860,10999335,"Tristan Zhang","2023-10-03 06:07:58",5.4975,2,tristanzhang32
1861,10950884,Kohei,"2023-09-30 03:53:06",5.4975,2,confirm
1862,10949190,Pardaking,"2023-09-23 23:41:47",5.4976,1,pardaking
1863,10948938,MelonBread404,"2023-09-29 04:21:50",5.4976,2,melonbread404
1864,10982686,kismet,"2023-10-03 13:24:36",5.4976,2,helium23
1865,11002048,"Noumedem Boris","2023-10-02 22:50:46",5.4976,2,noumedemboris
1866,10987499,"Luo Jialin","2023-10-05 06:01:46",5.4976,1,"antrary,luojialin"
1867,10974854,wyuan,"2023-10-07 04:38:47",5.4976,1,"del=441e0843db3c8c52,jeomoo"
1868,11025258,kutao,"2023-10-07 13:19:42",5.4976,1,"m1n1so,yilinszju"
1869,10983592,"Yuankui Wang888","2023-10-08 06:17:51",5.4976,1,yuankuiwang888
1870,10967756,SuperTeam,"2023-10-08 15:46:52",5.4976,1,jeffreytam001
1871,10969178,"yin honglei","2023-10-10 02:57:26",5.4976,1,yinhonglei
1872,10981213,pittrader,"2023-10-12 03:19:08",5.4976,1,huangzhenyang
1873,11019579,LarryChensl,"2023-10-12 03:48:10",5.4976,1,larrychensl
1874,10946061,CLIUDH,"2023-10-15 16:37:20",5.4976,1,cliudh
1875,10991958,Harvey,"2023-10-22 18:55:04",5.4976,1,harveyxie
1876,11012181,"Antonio Parunov","2023-10-23 13:05:48",5.4976,2,aparunov
1877,10958485,"ALL IN is a type of wisdom","2023-10-24 00:54:31",5.4976,1,"drhe1125,haihuacai,kelvinljz,vincentruc"
1878,11046310,AXiangYing,"2023-10-29 03:13:50",5.4976,2,axiangying
1879,11057898,SungJinOh,"2023-10-29 01:28:38",5.4976,1,fiv3star
1880,11154486,zhangtian0822,"2023-10-30 13:24:11",5.4976,1,zhangtian0822
1881,11092877,Richard,"2023-11-20 07:07:44",5.4976,1,zhuorichard
1882,10953604,tcn1john,"2023-11-21 07:20:42",5.4976,2,tcn1john
1883,10958051,Litio,"2023-11-28 16:57:13",5.4976,2,attrezzi
1884,10958034,RobBlomqvist,"2023-11-22 16:32:01",5.4976,2,robblomqvist
1885,11351377,"Shen FCH","2023-12-08 09:44:21",5.4976,1,shenfch
1886,11311192,079,"2023-12-10 19:19:18",5.4976,1,scp079
1887,11361350,"fake fan","2023-12-12 13:23:21",5.4976,2,fakefan
1888,10987051,chenyinheng30,"2023-09-30 09:37:29",5.4976,1,chenyinheng30
1889,11387710,pepo-abdo,"2023-12-19 19:39:40",5.4976,2,pepoabdo
1890,10980848,unknowns0,"2023-10-25 08:34:29",5.4976,2,unknowns0
1891,10960465,LimeF,"2023-10-07 11:40:48",5.4976,2,chaoranfu
1892,10945720,Sumire,"2023-09-25 02:51:56",5.4976,2,sumire4ever
1893,11239281,Kaush,"2023-11-17 04:44:48",5.4976,2,kaushal1011
1894,11245617,"Minwoo Kim","2023-12-20 18:08:42",5.4977,2,rlaminwoo
1895,10948225,baibizhe1,"2023-09-21 11:35:40",5.4977,1,baibizhe1
1896,10948078,"Joy Wang","2023-09-21 12:22:29",5.4977,1,joyswang
1897,10948448,JacksonGao123,"2023-09-21 12:26:17",5.4977,1,jacksongao123
1898,10948294,Arlind,"2023-10-04 17:09:03",5.4977,2,ar1992
1899,10947272,"Master of overfitting","2023-10-01 09:35:22",5.4977,2,chenghaozhe
1900,10948432,"Sahand Pourjavad","2023-09-26 12:21:08",5.4977,2,"sigireddybalasai,sp2012"
1901,10949383,Kkameleon,"2023-09-21 15:33:08",5.4977,1,"chehrlockholmes,kkameleon"
1902,10949677,BES,"2023-09-21 17:41:15",5.4977,1,lusandrduartecorreia
1903,10950990,Pao.p,"2023-09-22 00:17:40",5.4977,1,kevinkongtm
1904,10945829,IsaacSim,"2023-09-22 02:18:54",5.4977,2,gilgarad
1905,10951388,kozue,"2023-09-23 08:18:22",5.4977,2,shashanknecrothapa
1906,10949131,"Jackson Yu92","2023-09-22 04:54:08",5.4977,2,jacksonyu92
1907,10951989,alpha,"2023-09-25 00:45:30",5.4977,2,deletedusername
1908,10952321,abdulmj4,"2023-09-22 06:54:00",5.4977,1,abdulmj4
1909,10951498,Mqleet,"2023-09-22 07:10:19",5.4977,1,mqleet
1910,10950108,"Dongyue Guo","2023-09-22 08:19:10",5.4977,1,huaiguaiguai
1911,10950674,"AAA PK","2023-09-22 09:49:23",5.4977,2,"kevinyehenara,pppttt123"
1912,10947951,zhangwent963,"2023-09-22 17:54:51",5.4977,2,zhangwent963
1913,10957780,AndrewJin,"2023-12-12 01:33:01",5.4977,2,andrewjin2018
1914,10949417,"AMIT PAWAR","2023-09-29 06:23:31",5.4977,2,helloworld1993
1915,10993893,iLQ,"2023-10-10 06:00:54",5.4977,1,zthilq
1916,10952360,"Ray Lee","2023-11-20 05:43:21",5.4977,2,ray5259
1917,10956018,NUSC,"2023-10-22 02:48:26",5.4977,1,"davidxl,qianranma"
1918,11113028,"Rongtian Liu","2023-10-23 00:36:18",5.4977,1,rongtianliu
1919,11084479,Hupa,"2023-10-23 07:59:54",5.4977,1,bahupa
1920,11124574,"King of Black Swan","2023-10-25 14:46:24",5.4977,1,kingofblackswan
1921,11130389,"Hansheng GUO","2023-10-26 06:43:26",5.4977,1,guohansheng
1922,11105476,xaoyang,"2023-10-26 10:06:37",5.4977,1,xaoyang
1923,10980962,ChengM01,"2023-11-06 09:01:39",5.4977,1,chengm01
1924,11297497,"mina wailin","2023-12-07 09:56:29",5.4977,2,minawailin
1925,11372624,"Abdur Rahim","2023-12-20 17:19:45",5.4977,1,rahim3
1926,11106971,"Qingyao Shuai","2023-10-21 15:29:50",5.4977,2,sqqqqy
1927,11254400,"Xieji Li","2023-11-25 17:15:04",5.4977,2,xiejili
1928,10945191,horohoro,"2023-09-23 01:20:55",5.4978,1,horohoro
1929,10951258,"SECOND THREAD","2023-10-17 01:35:13",5.4978,2,yulingaoh
1930,11049155,Optimize,"2023-11-08 02:10:47",5.4979,2,"audgeviolin07,helinnali,hiihih,lunathanael,mattm35"
1931,11072278,"Hongru Hou","2023-10-24 13:07:54",5.4979,2,hongruhou
1932,11189233,"Chunle Xiong","2023-11-26 07:12:25",5.4979,1,chunlexiong
1933,11073624,Richie,"2023-11-06 01:07:48",5.4979,2,irichie
1934,10989616,kkklwq,"2023-11-26 16:16:42",5.4979,2,kkklwq
1935,11081491,"Wasim Madha","2023-10-16 21:23:13",5.4980,1,wasimmadha
1936,11237381,sssyyye,"2023-12-04 04:18:02",5.4980,2,"sssyyye,xuehongyu"
1937,11150437,Circus,"2023-11-24 11:15:15",5.4980,2,"maksimfain,oaksheep,vitaliymalcev"
1938,10991041,yiwei0204,"2023-10-22 10:48:47",5.4981,2,yiwei0204
1939,10957042,"silence makes big money","2023-09-27 13:26:53",5.4981,2,minglovemath2022
1940,11009810,"Dudu Zhao","2023-10-07 07:00:43",5.4981,1,duduzhao
1941,10975798,"Richard Song0268","2023-10-09 07:33:19",5.4981,1,richardsong268
1942,11087236,"SHUQI ZHENGzz","2023-10-17 17:59:16",5.4981,2,shuqizhengzz
1943,10980516,T-C,"2023-10-21 02:09:33",5.4981,2,"ethanchen11,jinnancui,yigao126,yunqicao"
1944,11101222,Megrez,"2023-10-23 09:47:04",5.4981,1,megrez
1945,11115735,"Junhao Wei","2023-11-02 11:16:55",5.4981,2,junhaowei
1946,11171002,"Garbage in Garbage out","2023-12-14 00:37:45",5.4981,2,"dannywen,sijiachai,yiboye"
1947,10949780,"Tikhon Radkevich","2023-10-02 16:52:48",5.4981,1,tikhonradk
1948,11331904,"v manikantasanjay","2023-12-02 02:52:59",5.4982,2,manikantasanjayv
